marketing_year,destination,exports_mil_bu,share_of_total_exports
2021,Peru,3.421512,0.001384
2021,Indonesia,2.657048,0.001075
2021,Guyana,1.988843,0.000804
2021,Hong Kong,1.442904,0.000584
2021,Grenada,1.263799,0.000511
2021,Cuba,1.198136,0.000485
2021,Egypt,0.851066,0.000344
2021,Ecuador,0.787364,0.000318
2021,Pakistan,0.467474,0.000189
2021,St. Vincent And The Grenadine,0.409390,0.000166
2021,Malaysia,0.401843,0.000163
2021,Philippines,0.256704,0.000104
2021,St. Lucia,0.225934,0.000091
2021,Bahamas,0.149501,0.000060
2021,French Polynesia,0.146320,0.000059
2021,Oman,0.130754,0.000053
2021,Argentina,0.123789,0.000050
2021,Haiti,0.098854,0.000040
2021,Suriname,0.086649,0.000035
2021,Bahrain,0.078736,0.000032
2021,Turkey,0.070733,0.000029
2021,Sub-Saharan Africa,0.058966,0.000024
2021,Barbados,0.054198,0.000022
2021,United Kingdom,0.051372,0.000021
2021,Brazil,0.021566,0.000009
2021,Other Europe,0.015243,0.000006
2021,Aruba,0.014173,0.000006
2021,St. Kitts-Nevis,0.013740,0.000006
2021,Belize,0.010881,0.000004
2021,Jordan,0.008878,0.000004
2021,Sint Maarten,0.007362,0.000003
2021,United Arab Emirates,0.007110,0.000003
2021,Vietnam,0.006653,0.000003
2021,Cayman Islands,0.006397,0.000003
2021,Mongolia,0.005551,0.000002
2021,Chile,0.005390,0.000002
2021,Curacao,0.005039,0.000002
2021,Australia,0.004567,0.000002
2021,Former Soviet Union-12,0.004342,0.000002
2021,Singapore,0.003779,0.000002
2021,Iraq,0.003346,0.000001
2021,Antigua & Barbuda,0.003094,0.000001
2021,British Virgin Islands,0.002677,0.000001
2021,Qatar,0.002626,0.000001
2021,Fiji,0.001732,0.000001
2021,Montserrat,0.001181,0.000000
2021,India,0.001173,0.000000
2021,Bangladesh,0.000736,0.000000
2021,Turks And Caicos Islands,0.000669,0.000000
2021,Anguilla,0.000472,0.000000
2021,Syria,0.000122,0.000000
2021,Lebanon,0.000079,0.000000
2021,New Zealand (No Islands),0.000020,0.000000
2021,Libya,0.000008,0.000000
2022,Mexico,636.746095,0.383141
2022,China,303.433405,0.182581
2022,Japan,267.588437,0.161013
2022,Colombia,90.744059,0.054602
2022,Canada,76.313489,0.045919
2022,Guatemala,33.373262,0.020081
2022,Honduras,33.275239,0.020022
2022,South Korea,33.181165,0.019966
2022,Taiwan,27.599940,0.016607
2022,El Salvador,23.576819,0.014187
2022,Costa Rica,20.765515,0.012495
2022,Saudi Arabia,19.734591,0.011875
2022,Dominican Republic,13.220230,0.007955
2022,Nicaragua,12.018881,0.007232
2022,Panama,11.785018,0.007091
2022,Venezuela,10.600168,0.006378
2022,Morocco,9.047919,0.005444
2022,Jamaica,8.903556,0.005357
2022,Peru,7.750815,0.004664
2022,European Union-27,6.861318,0.004129
2022,Trinidad And Tobago,2.878525,0.001732
2022,United Kingdom,2.374219,0.001429
2022,Iraq,1.736379,0.001045
2022,Hong Kong,1.075618,0.000647
2022,Israel,1.064438,0.000640
2022,Grenada,1.001173,0.000602
2022,Chile,0.797451,0.000480
2022,Guyana,0.761913,0.000458
2022,Pakistan,0.676980,0.000407
2022,Barbados,0.561588,0.000338
2022,St. Vincent And The Grenadine,0.468403,0.000282
2022,New Zealand (No Islands),0.393682,0.000237
2022,Philippines,0.368994,0.000222
2022,St. Lucia,0.343724,0.000207
2022,Argentina,0.315694,0.000190
2022,Bahamas,0.113026,0.000068
2022,Malaysia,0.093440,0.000056
2022,French Polynesia,0.078461,0.000047
2022,Indonesia,0.044801,0.000027
2022,Sub-Saharan Africa,0.036443,0.000022
2022,Egypt,0.023952,0.000014
2022,Brazil,0.017578,0.000011
2022,Haiti,0.016417,0.000010
2022,St. Kitts-Nevis,0.015511,0.000009
2022,Other Europe,0.015444,0.000009
2022,Aruba,0.015393,0.000009
2022,Singapore,0.013775,0.000008
2022,Turkey,0.013432,0.000008
2022,United Arab Emirates,0.013043,0.000008
2022,Sint Maarten,0.011102,0.000007
2022,Former Soviet Union-12,0.009578,0.000006
2022,Suriname,0.006496,0.000004
2022,Thailand,0.005275,0.000003
2022,British Virgin Islands,0.004960,0.000003
2022,Australia,0.004567,0.000003
2022,Belize,0.003090,0.000002
2022,Ecuador,0.002795,0.000002
2022,Jordan,0.002756,0.000002
2022,Cayman Islands,0.002500,0.000002
2022,Antigua & Barbuda,0.002283,0.000001
2022,Bangladesh,0.002283,0.000001
2022,India,0.001665,0.000001
2022,Dominica,0.000866,0.000001
2022,Curacao,0.000441,0.000000
2022,Vietnam,0.000016,0.000000
2023,Mexico,899.933791,0.399116
2023,Japan,438.968840,0.194680
2023,Colombia,245.947869,0.109077
2023,China,117.743933,0.052219
2023,Canada,109.857101,0.048721
2023,South Korea,92.520499,0.041032
2023,Taiwan,68.152520,0.030225
2023,European Union-27,37.538915,0.016648
2023,Guatemala,36.863810,0.016349
2023,Honduras,36.791687,0.016317
2023,Saudi Arabia,36.274038,0.016087
2023,Venezuela,21.783380,0.009661
2023,El Salvador,20.608396,0.009140
2023,Costa Rica,15.932279,0.007066
2023,Panama,15.543876,0.006894
2023,Nicaragua,11.109987,0.004927
2023,Jamaica,10.768940,0.004776
2023,Dominican Republic,10.024054,0.004446
2023,Morocco,9.562895,0.004241
2023,Philippines,4.238280,0.001880
2023,United Kingdom,3.451057,0.001531
2023,Trinidad And Tobago,3.297600,0.001462
2023,Guyana,1.530164,0.000679
2023,St. Vincent And The Grenadine,1.181873,0.000524
2023,Hong Kong,0.824371,0.000366
2023,Barbados,0.819883,0.000364
2023,Malaysia,0.792179,0.000351
2023,Grenada,0.617727,0.000274
2023,Argentina,0.509921,0.000226
2023,Pakistan,0.472541,0.000210
2023,St. Lucia,0.351283,0.000156
2023,Vietnam,0.200502,0.000089
2023,Bahamas,0.118282,0.000052
2023,Suriname,0.112432,0.000050
2023,St. Kitts-Nevis,0.061296,0.000027
2023,Sub-Saharan Africa,0.043089,0.000019
2023,Other Europe,0.034459,0.000015
2023,Turkey,0.033372,0.000015
2023,French Polynesia,0.031443,0.000014
2023,India,0.027522,0.000012
2023,Brazil,0.025420,0.000011
2023,Peru,0.024487,0.000011
2023,Indonesia,0.012952,0.000006
2023,Aruba,0.012125,0.000005
2023,Sint Maarten,0.011732,0.000005
2023,Belize,0.011220,0.000005
2023,Chile,0.007874,0.000003
2023,British Virgin Islands,0.006574,0.000003
2023,Jordan,0.006141,0.000003
2023,Cayman Islands,0.003708,0.000002
2023,Antigua & Barbuda,0.003622,0.000002
2023,Cambodia,0.002795,0.000001
2023,Former Soviet Union-12,0.002701,0.000001
2023,Bangladesh,0.001835,0.000001
2023,United Arab Emirates,0.001657,0.000001
2023,Cuba,0.001457,0.000001
2023,Curacao,0.001260,0.000001
2023,Ecuador,0.001181,0.000001
2023,Haiti,0.001079,0.000000
2023,Greenland,0.000669,0.000000
2023,Egypt,0.000567,0.000000
2023,Israel,0.000512,0.000000
2023,New Zealand (No Islands),0.000157,0.000000
2024,Mexico,1007.588043,0.350766
2024,Japan,529.848267,0.184453
2024,Colombia,300.393733,0.104575
2024,South Korea,241.756945,0.084162
2024,European Union-27,148.234001,0.051604
2024,Taiwan,92.618774,0.032243
2024,Guatemala,65.916532,0.022947
2024,Canada,65.759563,0.022893
2024,Vietnam,43.138730,0.015018
2024,Honduras,42.483623,0.014790
2024,Costa Rica,33.880683,0.011795
2024,Dominican Republic,31.963805,0.011127
2024,Morocco,31.806155,0.011073
2024,Israel,25.393426,0.008840
2024,El Salvador,24.817371,0.008640
2024,Panama,23.878033,0.008313
2024,Egypt,23.105483,0.008044
2024,Saudi Arabia,22.482757,0.007827
2024,Nicaragua,19.130710,0.006660
2024,Sub-Saharan Africa,16.036963,0.005583
2024,Venezuela,13.219746,0.004602
2024,Jamaica,12.259437,0.004268
2024,Tunisia,12.209974,0.004251
2024,Indonesia,10.350180,0.003603
2024,United Kingdom,8.187365,0.002850
2024,New Zealand (No Islands),3.897454,0.001357
2024,Turkey,3.726584,0.001297
2024,Trinidad And Tobago,3.285199,0.001144
2024,Malaysia,2.736804,0.000953
2024,Guyana,1.867707,0.000650
2024,Libya,1.377888,0.000480
2024,China,1.288778,0.000449
2024,Peru,1.153961,0.000402
2024,Barbados,1.073591,0.000374
2024,Cuba,1.034203,0.000360
2024,Hong Kong,0.969836,0.000338
2024,Philippines,0.933259,0.000325
2024,Grenada,0.551564,0.000192
2024,Pakistan,0.397402,0.000138
2024,St. Vincent And The Grenadine,0.342582,0.000119
2024,United Arab Emirates,0.277877,0.000097
2024,Suriname,0.277172,0.000096
2024,Chile,0.247217,0.000086
2024,Thailand,0.147277,0.000051
2024,Bahamas,0.100913,0.000035
2024,St. Kitts-Nevis,0.062005,0.000022
2024,Other Europe,0.049946,0.000017
2024,St. Lucia,0.049132,0.000017
2024,Argentina,0.033542,0.000012
2024,Sint Maarten,0.032731,0.000011
2024,Haiti,0.023897,0.000008
2024,Belize,0.018503,0.000006
2024,Brazil,0.017916,0.000006
2024,Qatar,0.016771,0.000006
2024,India,0.015842,0.000006
2024,Aruba,0.014173,0.000005
2024,Cayman Islands,0.008905,0.000003
2024,Kuwait,0.007283,0.000003
2024,Bahrain,0.006181,0.000002
2024,Bermuda,0.005472,0.000002
2024,French Polynesia,0.004842,0.000002
2024,Jordan,0.004823,0.000002
2024,British Virgin Islands,0.004291,0.000001
2024,Former Soviet Union-12,0.003964,0.000001
2024,Antigua & Barbuda,0.002559,0.000001
2024,Bangladesh,0.000862,0.000000
2024,Turks And Caicos Islands,0.000709,0.000000
2024,Curacao,0.000669,0.000000
2024,Australia,0.000118,0.000000
2024,Lebanon,0.000118,0.000000
