marketing_year,destination,exports_mil_bu,share_of_total_exports
1992,Japan,556.653631,0.334673
1992,Taiwan,209.975104,0.126242
1992,Former Soviet Union-12,163.044636,0.098026
1992,Sub-Saharan Africa,155.690180,0.093605
1992,European Union-27,108.526522,0.065249
1992,Egypt,54.981753,0.033056
1992,Canada,49.460289,0.029737
1992,Algeria,41.263484,0.024809
1992,South Korea,39.044399,0.023474
1992,Saudi Arabia,29.589208,0.017790
1992,Venezuela,28.304214,0.017017
1992,Dominican Republic,24.632368,0.014810
1992,Mexico,20.509909,0.012331
1992,Israel,20.112416,0.012092
1992,Unidentified Country,19.167677,0.011524
1992,Iran,17.471143,0.010504
1992,Colombia,14.814895,0.008907
1992,Costa Rica,12.595980,0.007573
1992,Tunisia,11.450955,0.006885
1992,Jordan,11.040502,0.006638
1992,Chile,10.580957,0.006362
1992,Morocco,9.169409,0.005513
1992,Jamaica,7.030050,0.004227
1992,Lebanon,6.813969,0.004097
1992,Guatemala,5.983977,0.003598
1992,El Salvador,4.447069,0.002674
1992,Yemen (Sana),3.732068,0.002244
1992,Trinidad And Tobago,3.505452,0.002108
1992,Panama,3.077524,0.001850
1992,Turkey,3.070753,0.001846
1992,Brazil,2.779947,0.001671
1992,Syria,2.750461,0.001654
1992,Peru,2.506456,0.001507
1992,United Arab Emirates,1.409067,0.000847
1992,Barbados,1.230040,0.000740
1992,Ecuador,0.963494,0.000579
1992,Suriname,0.877833,0.000528
1992,New Zealand (No Islands),0.848212,0.000510
1992,Honduras,0.821768,0.000494
1992,Oman,0.780495,0.000469
1992,Dominica,0.524503,0.000315
1992,Bahrain,0.454664,0.000273
1992,Netherlands Antilles,0.322111,0.000194
1992,Indonesia,0.252665,0.000152
1992,Hong Kong,0.151835,0.000091
1992,St. Vincent And The Grenadine,0.146529,0.000088
1992,French Polynesia,0.132907,0.000080
1992,Nicaragua,0.093559,0.000056
1992,Grenada,0.087519,0.000053
1992,Paraguay,0.086925,0.000052
1992,Other Europe,0.061533,0.000037
1992,Argentina,0.047525,0.000029
1992,United Kingdom,0.031975,0.000019
1992,Singapore,0.027247,0.000016
1992,Aruba,0.026810,0.000016
1992,Kuwait,0.022519,0.000014
1992,India,0.020117,0.000012
1992,Bahamas,0.017842,0.000011
1992,Australia,0.012401,0.000007
1992,Bermuda,0.012283,0.000007
1992,Pakistan,0.010291,0.000006
1992,Uruguay,0.009874,0.000006
1992,Belize,0.008082,0.000005
1992,New Caledonia,0.003661,0.000002
1992,Haiti,0.001787,0.000001
1992,Cayman Islands,0.000984,0.000001
1992,Thailand,0.000236,0.000000
1993,Japan,480.856853,0.362004
1993,Taiwan,199.863231,0.150463
1993,Former Soviet Union-12,100.839299,0.075915
1993,European Union-27,79.201191,0.059625
1993,Egypt,61.148647,0.046035
1993,Mexico,58.247406,0.043850
1993,Algeria,42.228320,0.031791
1993,Saudi Arabia,36.064186,0.027150
1993,Venezuela,31.862629,0.023987
1993,Dominican Republic,24.624073,0.018538
1993,Colombia,24.041463,0.018099
1993,Canada,22.334787,0.016814
1993,South Korea,20.032451,0.015081
1993,Unidentified Country,19.848905,0.014943
1993,Sub-Saharan Africa,15.998032,0.012044
1993,Costa Rica,13.927019,0.010485
1993,Israel,11.895973,0.008956
1993,Jordan,9.673677,0.007283
1993,Chile,9.596405,0.007224
1993,Morocco,8.702463,0.006551
1993,Peru,6.851999,0.005158
1993,Guatemala,6.428035,0.004839
1993,Jamaica,5.963525,0.004490
1993,Panama,5.169626,0.003892
1993,Iran,4.591200,0.003456
1993,Tunisia,4.453837,0.003353
1993,El Salvador,4.094610,0.003083
1993,Trinidad And Tobago,3.590929,0.002703
1993,Syria,3.187172,0.002399
1993,Yemen (Sana),2.727115,0.002053
1993,Lebanon,2.241902,0.001688
1993,Brazil,1.264783,0.000952
1993,Barbados,1.254114,0.000944
1993,United Arab Emirates,1.033928,0.000778
1993,Honduras,0.962199,0.000724
1993,New Zealand (No Islands),0.509692,0.000384
1993,Nicaragua,0.439389,0.000331
1993,Netherlands Antilles,0.290183,0.000218
1993,Suriname,0.260618,0.000196
1993,Qatar,0.259830,0.000196
1993,St. Vincent And The Grenadine,0.227037,0.000171
1993,Australia,0.217942,0.000164
1993,Bahrain,0.206683,0.000156
1993,Hong Kong,0.172327,0.000130
1993,United Kingdom,0.146174,0.000110
1993,French Polynesia,0.122041,0.000092
1993,Belize,0.096436,0.000073
1993,Grenada,0.090350,0.000068
1993,Turkey,0.056698,0.000043
1993,Philippines,0.055119,0.000041
1993,Malaysia,0.049407,0.000037
1993,Argentina,0.047451,0.000036
1993,Indonesia,0.040982,0.000031
1993,Bahamas,0.034132,0.000026
1993,Ecuador,0.029932,0.000023
1993,Singapore,0.027912,0.000021
1993,Kuwait,0.026416,0.000020
1993,Pakistan,0.024105,0.000018
1993,Bolivia,0.019763,0.000015
1993,Other Europe,0.019290,0.000015
1993,Aruba,0.017716,0.000013
1993,Thailand,0.016141,0.000012
1993,Papua New Guinea,0.006889,0.000005
1993,Guadeloupe,0.003110,0.000002
1993,Martinique,0.002165,0.000002
1993,Antigua & Barbuda,0.001378,0.000001
1993,Uruguay,0.001378,0.000001
1993,Oman,0.000150,0.000000
1994,Japan,620.977033,0.285182
1994,South Korea,315.160520,0.144736
1994,Taiwan,237.280888,0.108970
1994,China,127.557466,0.058580
1994,European Union-27,121.368951,0.055738
1994,Mexico,118.173260,0.054271
1994,Egypt,93.817851,0.043086
1994,Canada,42.427744,0.019485
1994,Algeria,37.159386,0.017065
1994,Venezuela,34.821619,0.015992
1994,Colombia,33.585697,0.015424
1994,Saudi Arabia,30.290187,0.013911
1994,Sub-Saharan Africa,25.044041,0.011501
1994,Israel,25.016767,0.011489
1994,Dominican Republic,24.117715,0.011076
1994,Unidentified Country,22.865101,0.010501
1994,Iran,21.503590,0.009875
1994,Peru,21.058966,0.009671
1994,Indonesia,20.755476,0.009532
1994,Morocco,20.227509,0.009289
1994,Malaysia,17.793293,0.008172
1994,Chile,16.537549,0.007595
1994,Costa Rica,14.547517,0.006681
1994,Brazil,14.455104,0.006638
1994,Jordan,13.710533,0.006297
1994,Syria,13.517550,0.006208
1994,Turkey,13.232662,0.006077
1994,Tunisia,8.010921,0.003679
1994,Guatemala,7.571516,0.003477
1994,Jamaica,7.012653,0.003221
1994,El Salvador,6.519849,0.002994
1994,Lebanon,5.821733,0.002674
1994,Panama,5.364034,0.002463
1994,Thailand,4.682810,0.002151
1994,Trinidad And Tobago,3.505464,0.001610
1994,Philippines,3.411547,0.001567
1994,Honduras,3.405272,0.001564
1994,Australia,3.347125,0.001537
1994,Yemen (Sana),2.873486,0.001320
1994,Other Europe,2.455018,0.001127
1994,United Arab Emirates,2.223635,0.001021
1994,Ecuador,1.933991,0.000888
1994,Former Soviet Union-12,1.448156,0.000665
1994,Barbados,1.266239,0.000582
1994,North Korea,1.240099,0.000570
1994,Nicaragua,1.126679,0.000517
1994,New Zealand (No Islands),0.952916,0.000438
1994,Sri Lanka,0.811143,0.000373
1994,United Kingdom,0.687956,0.000316
1994,Bahrain,0.596429,0.000274
1994,Vietnam,0.590484,0.000271
1994,Haiti,0.560210,0.000257
1994,Singapore,0.524975,0.000241
1994,Qatar,0.498008,0.000229
1994,Papua New Guinea,0.471332,0.000216
1994,Suriname,0.445727,0.000205
1994,Netherlands Antilles,0.277428,0.000127
1994,Hong Kong,0.207982,0.000096
1994,Paraguay,0.169834,0.000078
1994,St. Vincent And The Grenadine,0.146410,0.000067
1994,Argentina,0.094082,0.000043
1994,Kuwait,0.074996,0.000034
1994,French Polynesia,0.051253,0.000024
1994,Grenada,0.039557,0.000018
1994,Bolivia,0.013267,0.000006
1994,St. Lucia,0.010039,0.000005
1994,Pakistan,0.009968,0.000005
1994,Bahamas,0.007283,0.000003
1994,Bermuda,0.006181,0.000003
1994,Belize,0.004791,0.000002
1994,Uruguay,0.003362,0.000002
1995,Japan,602.543045,0.270463
1995,South Korea,322.556930,0.144786
1995,Mexico,254.995374,0.114459
1995,Taiwan,233.773830,0.104934
1995,European Union-27,124.553159,0.055908
1995,China,86.885698,0.039000
1995,Egypt,72.252583,0.032432
1995,Malaysia,59.034455,0.026499
1995,Colombia,42.734713,0.019182
1995,Unidentified Country,37.346779,0.016764
1995,Saudi Arabia,36.618207,0.016437
1995,Canada,31.886328,0.014313
1995,Sub-Saharan Africa,26.328701,0.011818
1995,Israel,25.765102,0.011565
1995,Dominican Republic,25.344236,0.011376
1995,Peru,21.736469,0.009757
1995,Venezuela,20.976659,0.009416
1995,Turkey,20.674110,0.009280
1995,Indonesia,20.353684,0.009136
1995,Algeria,18.168905,0.008155
1995,Philippines,15.292226,0.006864
1995,Chile,14.492359,0.006505
1995,Costa Rica,13.629124,0.006118
1995,Morocco,11.864794,0.005326
1995,Jordan,9.812686,0.004405
1995,Lebanon,7.663457,0.003440
1995,Syria,7.531495,0.003381
1995,Jamaica,7.362026,0.003305
1995,Thailand,6.880935,0.003089
1995,Tunisia,6.573311,0.002951
1995,Guatemala,6.559501,0.002944
1995,Ecuador,6.106011,0.002741
1995,Panama,5.854412,0.002628
1995,El Salvador,5.398249,0.002423
1995,Trinidad And Tobago,3.765759,0.001690
1995,Former Soviet Union-12,2.072823,0.000930
1995,Yemen (Sana),1.872392,0.000840
1995,Honduras,1.332354,0.000598
1995,Barbados,1.293955,0.000581
1995,Vietnam,1.279073,0.000574
1995,Suriname,0.604656,0.000271
1995,New Zealand (No Islands),0.572119,0.000257
1995,Nicaragua,0.552848,0.000248
1995,Papua New Guinea,0.476670,0.000214
1995,Other Europe,0.452510,0.000203
1995,Grenada,0.446908,0.000201
1995,United Kingdom,0.409181,0.000184
1995,United Arab Emirates,0.383604,0.000172
1995,Brazil,0.382931,0.000172
1995,Haiti,0.347582,0.000156
1995,Bahrain,0.295734,0.000133
1995,Argentina,0.268346,0.000120
1995,Qatar,0.259830,0.000117
1995,Netherlands Antilles,0.250106,0.000112
1995,Australia,0.232784,0.000104
1995,St. Vincent And The Grenadine,0.219084,0.000098
1995,French Polynesia,0.135860,0.000061
1995,Hong Kong,0.130384,0.000059
1995,Singapore,0.057045,0.000026
1995,Pakistan,0.041561,0.000019
1995,Bolivia,0.035116,0.000016
1995,Bahamas,0.028621,0.000013
1995,Kuwait,0.027400,0.000012
1995,Bermuda,0.016180,0.000007
1995,Uruguay,0.011917,0.000005
1995,St. Lucia,0.008504,0.000004
1995,Belize,0.003732,0.000002
1995,Fiji,0.003346,0.000002
1995,Paraguay,0.001614,0.000001
1995,Oman,0.000232,0.000000
1996,Japan,581.286699,0.323410
1996,Taiwan,215.825662,0.120079
1996,South Korea,209.503996,0.116562
1996,Mexico,124.465399,0.069249
1996,European Union-27,93.114467,0.051806
1996,Egypt,90.230383,0.050201
1996,Colombia,52.060351,0.028965
1996,Saudi Arabia,37.070123,0.020625
1996,Canada,33.219100,0.018482
1996,Malaysia,32.366274,0.018008
1996,Algeria,31.597641,0.017580
1996,Dominican Republic,27.851330,0.015496
1996,Venezuela,27.426980,0.015260
1996,Israel,20.648021,0.011488
1996,Turkey,18.593988,0.010345
1996,Chile,15.587701,0.008673
1996,Morocco,14.575532,0.008109
1996,Sub-Saharan Africa,13.973167,0.007774
1996,Costa Rica,13.907217,0.007738
1996,El Salvador,13.208018,0.007349
1996,Guatemala,12.942011,0.007201
1996,Lebanon,11.614727,0.006462
1996,Jordan,10.719139,0.005964
1996,Philippines,9.788687,0.005446
1996,Unidentified Country,9.286412,0.005167
1996,Syria,8.688723,0.004834
1996,Indonesia,7.785853,0.004332
1996,Jamaica,7.655241,0.004259
1996,Panama,6.887745,0.003832
1996,Peru,6.683109,0.003718
1996,Tunisia,6.478355,0.003604
1996,Honduras,5.008779,0.002787
1996,Ecuador,4.487190,0.002497
1996,Former Soviet Union-12,3.155170,0.001755
1996,Trinidad And Tobago,3.017763,0.001679
1996,Singapore,2.294695,0.001277
1996,China,2.100688,0.001169
1996,Other Europe,1.578626,0.000878
1996,Yemen (Sana),1.568981,0.000873
1996,United Arab Emirates,1.515302,0.000843
1996,Barbados,1.473423,0.000820
1996,Sri Lanka,0.866101,0.000482
1996,Nicaragua,0.857204,0.000477
1996,Vietnam,0.649576,0.000361
1996,Brazil,0.524542,0.000292
1996,Suriname,0.502811,0.000280
1996,Oman,0.473891,0.000264
1996,Bahrain,0.454624,0.000253
1996,United Kingdom,0.338693,0.000188
1996,New Zealand (No Islands),0.254724,0.000142
1996,Argentina,0.238414,0.000133
1996,Hong Kong,0.223486,0.000124
1996,St. Vincent And The Grenadine,0.145781,0.000081
1996,Netherlands Antilles,0.135931,0.000076
1996,Haiti,0.125703,0.000070
1996,Grenada,0.118853,0.000066
1996,Bolivia,0.050549,0.000028
1996,Antigua & Barbuda,0.041455,0.000023
1996,Bahamas,0.032203,0.000018
1996,French Polynesia,0.031691,0.000018
1996,Pakistan,0.016224,0.000009
1996,Kuwait,0.015865,0.000009
1996,Bermuda,0.010826,0.000006
1996,Australia,0.006232,0.000003
1996,Belize,0.004453,0.000002
1996,Thailand,0.002362,0.000001
1996,Paraguay,0.001693,0.000001
1996,Uruguay,0.000669,0.000000
1997,Japan,569.330803,0.378437
1997,Mexico,162.468013,0.107993
1997,Taiwan,147.949506,0.098343
1997,South Korea,137.145344,0.091161
1997,Egypt,71.183007,0.047316
1997,Canada,56.756248,0.037726
1997,Colombia,40.891769,0.027181
1997,Saudi Arabia,36.461896,0.024236
1997,Algeria,33.900800,0.022534
1997,Venezuela,25.566261,0.016994
1997,Dominican Republic,25.361861,0.016858
1997,Unidentified Country,20.243807,0.013456
1997,Turkey,14.927976,0.009923
1997,Morocco,13.785333,0.009163
1997,Costa Rica,13.333689,0.008863
1997,Sub-Saharan Africa,13.303328,0.008843
1997,Syria,11.272625,0.007493
1997,Philippines,10.770042,0.007159
1997,Peru,9.951990,0.006615
1997,Panama,9.447743,0.006280
1997,European Union-27,9.116148,0.006060
1997,China,8.363069,0.005559
1997,Jamaica,7.773959,0.005167
1997,Guatemala,7.585980,0.005042
1997,Tunisia,6.140182,0.004081
1997,Israel,5.841397,0.003883
1997,Malaysia,4.393946,0.002921
1997,Chile,4.118853,0.002738
1997,El Salvador,3.780136,0.002513
1997,Lebanon,3.512511,0.002335
1997,Trinidad And Tobago,3.386159,0.002251
1997,Ecuador,2.940479,0.001955
1997,Honduras,2.492402,0.001657
1997,Jordan,2.273672,0.001511
1997,Barbados,1.529132,0.001016
1997,United Arab Emirates,1.073138,0.000713
1997,Other Europe,1.070745,0.000712
1997,Former Soviet Union-12,0.914236,0.000608
1997,Argentina,0.856763,0.000569
1997,Yemen (Sana),0.787325,0.000523
1997,North Korea,0.629892,0.000419
1997,Suriname,0.599657,0.000399
1997,Oman,0.303096,0.000201
1997,Hong Kong,0.122408,0.000081
1997,Grenada,0.109676,0.000073
1997,Bolivia,0.095822,0.000064
1997,St. Vincent And The Grenadine,0.095468,0.000063
1997,Haiti,0.090389,0.000060
1997,Indonesia,0.089681,0.000060
1997,Brazil,0.053789,0.000036
1997,Antigua & Barbuda,0.049210,0.000033
1997,Bahamas,0.045273,0.000030
1997,Pakistan,0.030455,0.000020
1997,United Kingdom,0.029924,0.000020
1997,Australia,0.028424,0.000019
1997,French Polynesia,0.014409,0.000010
1997,Netherlands Antilles,0.007874,0.000005
1997,Kuwait,0.005858,0.000004
1997,Thailand,0.005661,0.000004
1997,Belize,0.004220,0.000003
1997,New Zealand (No Islands),0.004216,0.000003
1997,Bermuda,0.002244,0.000001
1997,Turks And Caicos Islands,0.001890,0.000001
1997,Uruguay,0.001776,0.000001
1997,Singapore,0.000772,0.000001
1997,Vietnam,0.000626,0.000000
1998,Japan,591.589787,0.298152
1998,South Korea,248.338082,0.125158
1998,Mexico,214.709998,0.108210
1998,Taiwan,171.854078,0.086612
1998,Egypt,119.601436,0.060277
1998,Colombia,59.543927,0.030009
1998,Venezuela,50.717832,0.025561
1998,Saudi Arabia,46.539912,0.023455
1998,Unidentified Country,41.839677,0.021087
1998,Algeria,37.586886,0.018943
1998,Canada,34.651115,0.017464
1998,Dominican Republic,30.605877,0.015425
1998,Turkey,27.303698,0.013761
1998,Peru,25.899091,0.013053
1998,Morocco,23.302915,0.011744
1998,Chile,19.143245,0.009648
1998,Sub-Saharan Africa,17.422043,0.008780
1998,Tunisia,16.541384,0.008337
1998,Malaysia,16.451034,0.008291
1998,Former Soviet Union-12,15.934224,0.008031
1998,Israel,15.718746,0.007922
1998,European Union-27,14.673933,0.007395
1998,Guatemala,14.561355,0.007339
1998,Costa Rica,14.422689,0.007269
1998,Syria,13.932609,0.007022
1998,El Salvador,12.923248,0.006513
1998,Panama,9.990748,0.005035
1998,Ecuador,9.045321,0.004559
1998,Jamaica,8.516338,0.004292
1998,China,8.042376,0.004053
1998,Lebanon,6.635435,0.003344
1998,Indonesia,5.487339,0.002766
1998,Jordan,4.896973,0.002468
1998,Brazil,4.774778,0.002406
1998,Honduras,4.631454,0.002334
1998,Yemen (Sana),3.452908,0.001740
1998,Trinidad And Tobago,3.417614,0.001722
1998,India,3.344566,0.001686
1998,United Arab Emirates,3.055958,0.001540
1998,Nicaragua,2.190999,0.001104
1998,Philippines,1.952309,0.000984
1998,Thailand,1.466281,0.000739
1998,Barbados,1.339594,0.000675
1998,Oman,1.231635,0.000621
1998,Qatar,0.870038,0.000438
1998,Other Europe,0.770987,0.000389
1998,Suriname,0.580894,0.000293
1998,New Zealand (No Islands),0.439023,0.000221
1998,North Korea,0.393682,0.000198
1998,Bangladesh,0.354314,0.000179
1998,Vietnam,0.271916,0.000137
1998,Guyana,0.265145,0.000134
1998,Bahrain,0.227351,0.000115
1998,Netherlands Antilles,0.135072,0.000068
1998,St. Vincent And The Grenadine,0.134876,0.000068
1998,Grenada,0.106294,0.000054
1998,Hong Kong,0.089878,0.000045
1998,Argentina,0.075142,0.000038
1998,United Kingdom,0.049565,0.000025
1998,Bahamas,0.047242,0.000024
1998,French Polynesia,0.031849,0.000016
1998,Singapore,0.013385,0.000007
1998,Pakistan,0.012425,0.000006
1998,Haiti,0.009921,0.000005
1998,Kuwait,0.009578,0.000005
1998,Antigua & Barbuda,0.007441,0.000004
1998,Australia,0.007401,0.000004
1998,Belize,0.005303,0.000003
1998,Bermuda,0.001299,0.000001
1998,Uruguay,0.000161,0.000000
1998,St. Lucia,0.000098,0.000000
1999,Japan,587.642718,0.303446
1999,Taiwan,198.271971,0.102383
1999,Mexico,189.134505,0.097665
1999,Egypt,129.905241,0.067080
1999,South Korea,118.939168,0.061418
1999,Colombia,70.157748,0.036228
1999,Saudi Arabia,45.814607,0.023658
1999,Venezuela,43.160122,0.022287
1999,Unidentified Country,42.795852,0.022099
1999,Algeria,41.031802,0.021188
1999,Canada,39.581839,0.020439
1999,Dominican Republic,39.502362,0.020398
1999,Turkey,34.461852,0.017795
1999,Israel,27.366683,0.014132
1999,Iran,24.063588,0.012426
1999,Syria,23.748315,0.012263
1999,Morocco,22.679047,0.011711
1999,Chile,21.387060,0.011044
1999,Sub-Saharan Africa,20.626561,0.010651
1999,Former Soviet Union-12,19.815206,0.010232
1999,Tunisia,19.103389,0.009865
1999,Peru,18.043494,0.009317
1999,Costa Rica,17.794829,0.009189
1999,Guatemala,17.288482,0.008927
1999,El Salvador,14.761621,0.007623
1999,Panama,11.622616,0.006002
1999,European Union-27,10.090708,0.005211
1999,Indonesia,8.773802,0.004531
1999,Jamaica,8.742012,0.004514
1999,Lebanon,8.712620,0.004499
1999,Philippines,8.548506,0.004414
1999,Malaysia,7.281605,0.003760
1999,United Arab Emirates,7.243674,0.003740
1999,Honduras,6.772708,0.003497
1999,Ecuador,6.596696,0.003406
1999,Trinidad And Tobago,3.721127,0.001922
1999,Yemen (Sana),3.297364,0.001703
1999,Jordan,2.908642,0.001502
1999,Nicaragua,2.752665,0.001421
1999,China,2.275377,0.001175
1999,Other Europe,1.993197,0.001029
1999,Brazil,1.706447,0.000881
1999,Barbados,1.470013,0.000759
1999,North Korea,0.984166,0.000508
1999,Bangladesh,0.977119,0.000505
1999,Oman,0.784215,0.000405
1999,Suriname,0.653985,0.000338
1999,Guyana,0.480056,0.000248
1999,Netherlands Antilles,0.194125,0.000100
1999,St. Vincent And The Grenadine,0.135033,0.000070
1999,Grenada,0.124321,0.000064
1999,Argentina,0.105897,0.000055
1999,Kuwait,0.077965,0.000040
1999,United Kingdom,0.075103,0.000039
1999,Thailand,0.072036,0.000037
1999,Haiti,0.069367,0.000036
1999,Bahamas,0.053147,0.000027
1999,Pakistan,0.045573,0.000024
1999,Australia,0.040502,0.000021
1999,French Polynesia,0.029920,0.000015
1999,Belize,0.021365,0.000011
1999,Hong Kong,0.016857,0.000009
1999,New Zealand (No Islands),0.014842,0.000008
1999,Bahrain,0.012940,0.000007
1999,India,0.005346,0.000003
1999,Singapore,0.001551,0.000001
1999,Nepal,0.000677,0.000000
1999,Uruguay,0.000173,0.000000
2000,Japan,566.798328,0.291961
2000,Mexico,234.026471,0.120549
2000,Taiwan,190.185357,0.097966
2000,Egypt,165.866770,0.085439
2000,South Korea,124.945030,0.064360
2000,Canada,107.572351,0.055411
2000,Colombia,63.612109,0.032767
2000,Venezuela,49.877746,0.025692
2000,Algeria,47.450632,0.024442
2000,Saudi Arabia,41.453148,0.021353
2000,Dominican Republic,38.418185,0.019789
2000,Israel,27.317434,0.014071
2000,Unidentified Country,23.749587,0.012234
2000,Indonesia,23.342236,0.012024
2000,Syria,23.162606,0.011931
2000,Turkey,22.406268,0.011542
2000,Morocco,20.849606,0.010740
2000,Costa Rica,20.163646,0.010386
2000,Tunisia,18.501673,0.009530
2000,Guatemala,18.246937,0.009399
2000,El Salvador,17.103641,0.008810
2000,European Union-27,10.569509,0.005444
2000,Panama,9.716368,0.005005
2000,Jamaica,8.437987,0.004346
2000,Honduras,7.976521,0.004109
2000,Lebanon,7.824473,0.004030
2000,Peru,7.286908,0.003754
2000,Ecuador,6.957506,0.003584
2000,Philippines,6.123541,0.003154
2000,Iran,5.682920,0.002927
2000,Sub-Saharan Africa,4.624325,0.002382
2000,Trinidad And Tobago,3.876014,0.001997
2000,Iraq,3.170834,0.001633
2000,Nicaragua,2.797702,0.001441
2000,Chile,1.300088,0.000670
2000,United Arab Emirates,1.205943,0.000621
2000,Barbados,1.120337,0.000577
2000,Former Soviet Union-12,1.111936,0.000573
2000,Libya,1.026093,0.000529
2000,Suriname,0.698077,0.000360
2000,Brazil,0.616428,0.000318
2000,Other Europe,0.612231,0.000315
2000,Jordan,0.583756,0.000301
2000,Malaysia,0.486792,0.000251
2000,Thailand,0.486674,0.000251
2000,Guyana,0.479505,0.000247
2000,Hong Kong,0.356625,0.000184
2000,Oman,0.216525,0.000112
2000,Netherlands Antilles,0.157918,0.000081
2000,Grenada,0.133852,0.000069
2000,St. Vincent And The Grenadine,0.088972,0.000046
2000,Pakistan,0.088153,0.000045
2000,Kuwait,0.085913,0.000044
2000,United Kingdom,0.081717,0.000042
2000,French Polynesia,0.076166,0.000039
2000,Argentina,0.068355,0.000035
2000,Haiti,0.047541,0.000024
2000,Belize,0.037876,0.000020
2000,Bahrain,0.032298,0.000017
2000,China,0.023719,0.000012
2000,Bahamas,0.008279,0.000004
2000,Antigua & Barbuda,0.005236,0.000003
2000,Myanmar (Burma),0.003543,0.000002
2000,Singapore,0.003055,0.000002
2000,New Zealand (No Islands),0.003039,0.000002
2000,India,0.002342,0.000001
2000,Australia,0.001299,0.000001
2000,Vietnam,0.000815,0.000000
2000,New Caledonia,0.000709,0.000000
2000,Uruguay,0.000173,0.000000
2000,Guadeloupe,0.000035,0.000000
2001,Japan,586.368361,0.307843
2001,Taiwan,184.255673,0.096734
2001,Mexico,177.839508,0.093366
2001,Egypt,175.909996,0.092353
2001,Canada,155.078764,0.081416
2001,Colombia,66.846086,0.035094
2001,Algeria,53.831433,0.028261
2001,South Korea,53.489638,0.028082
2001,Dominican Republic,40.567808,0.021298
2001,Israel,32.742760,0.017190
2001,Syria,30.953183,0.016250
2001,Turkey,29.435582,0.015454
2001,Saudi Arabia,29.312867,0.015389
2001,Sub-Saharan Africa,29.122805,0.015289
2001,Tunisia,28.113632,0.014760
2001,Guatemala,25.228127,0.013245
2001,Morocco,23.603570,0.012392
2001,Costa Rica,18.226631,0.009569
2001,Venezuela,18.218962,0.009565
2001,United Arab Emirates,15.446010,0.008109
2001,El Salvador,12.608393,0.006619
2001,Peru,10.293844,0.005404
2001,Jamaica,9.621195,0.005051
2001,Honduras,9.408288,0.004939
2001,Ecuador,9.220745,0.004841
2001,Panama,9.191648,0.004826
2001,Unidentified Country,9.137364,0.004797
2001,Philippines,8.672224,0.004553
2001,Cuba,8.451018,0.004437
2001,European Union-27,8.239949,0.004326
2001,Lebanon,7.950294,0.004174
2001,Trinidad And Tobago,4.027924,0.002115
2001,Former Soviet Union-12,3.405347,0.001788
2001,Indonesia,2.941341,0.001544
2001,Iran,2.480158,0.001302
2001,Nicaragua,2.188495,0.001149
2001,Jordan,1.536227,0.000807
2001,Chile,1.355873,0.000712
2001,Yemen (Sana),1.321158,0.000694
2001,Barbados,1.255708,0.000659
2001,Kuwait,1.182495,0.000621
2001,Malaysia,0.985292,0.000517
2001,China,0.781518,0.000410
2001,Suriname,0.650320,0.000341
2001,Oman,0.606704,0.000319
2001,Other Europe,0.515633,0.000271
2001,Guyana,0.390730,0.000205
2001,Hong Kong,0.388147,0.000204
2001,Laos,0.333016,0.000175
2001,Netherlands Antilles,0.220990,0.000116
2001,French Polynesia,0.215978,0.000113
2001,Bahrain,0.197723,0.000104
2001,Grenada,0.137789,0.000072
2001,St. Vincent And The Grenadine,0.086610,0.000045
2001,Pakistan,0.049403,0.000026
2001,Argentina,0.035735,0.000019
2001,United Kingdom,0.033672,0.000018
2001,Bolivia,0.016220,0.000009
2001,Haiti,0.013027,0.000007
2001,Belize,0.008074,0.000004
2001,Bahamas,0.004433,0.000002
2001,New Zealand (No Islands),0.003870,0.000002
2001,Singapore,0.003016,0.000002
2001,New Caledonia,0.002992,0.000002
2001,Brazil,0.001929,0.000001
2001,Australia,0.001252,0.000001
2001,St. Lucia,0.000776,0.000000
2001,Cayman Islands,0.000059,0.000000
2001,Thailand,0.000008,0.000000
2002,Japan,566.250713,0.356607
2002,Mexico,208.192550,0.131113
2002,Taiwan,159.559438,0.100485
2002,Canada,155.344322,0.097831
2002,Egypt,105.740437,0.066592
2002,Colombia,62.941404,0.039638
2002,Turkey,38.628490,0.024327
2002,Dominican Republic,36.900154,0.023239
2002,Algeria,35.339236,0.022256
2002,Venezuela,23.968017,0.015094
2002,Costa Rica,20.841019,0.013125
2002,Syria,20.370652,0.012829
2002,Guatemala,16.445357,0.010357
2002,Sub-Saharan Africa,14.010858,0.008824
2002,El Salvador,13.357491,0.008412
2002,Panama,10.920275,0.006877
2002,South Korea,10.728328,0.006756
2002,Israel,10.547545,0.006643
2002,Cuba,9.058155,0.005705
2002,Jamaica,8.534514,0.005375
2002,Unidentified Country,7.989347,0.005031
2002,Ecuador,7.145214,0.004500
2002,Honduras,7.019483,0.004421
2002,Saudi Arabia,5.165874,0.003253
2002,Tunisia,4.826307,0.003039
2002,Trinidad And Tobago,4.488284,0.002827
2002,Lebanon,4.017397,0.002530
2002,Morocco,3.065564,0.001931
2002,Nicaragua,2.589130,0.001631
2002,European Union-27,2.555808,0.001610
2002,Australia,1.908481,0.001202
2002,Peru,1.664764,0.001048
2002,Brazil,1.536581,0.000968
2002,Barbados,1.301246,0.000819
2002,Jordan,1.087468,0.000685
2002,Suriname,0.721356,0.000454
2002,Other Europe,0.576500,0.000363
2002,Philippines,0.434727,0.000274
2002,Malaysia,0.404788,0.000255
2002,Greenland,0.321245,0.000202
2002,Guyana,0.232091,0.000146
